item_name,category,tag1,tag2,tag3,tag4,tag5,author_date,committer_date,msg,commmitter,author
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T08:47:02+02:00,2018-03-30T08:47:02+02:00,memory consumption test,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T09:11:56+02:00,2018-03-30T09:11:56+02:00,fixing bug of memory consumption,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T09:14:17+02:00,2018-03-30T09:14:17+02:00,fix requirements,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T14:06:06+02:00,2018-03-30T14:06:06+02:00,fix bug of timezones,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T14:09:17+02:00,2018-03-30T14:09:17+02:00,add print output on travis builds,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T14:40:59+02:00,2018-03-30T14:40:59+02:00,getting the phisycal memory and not virtual,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T15:08:58+02:00,2018-03-30T15:08:58+02:00,fixing memory,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T17:51:46+02:00,2018-03-30T17:51:46+02:00,using logging,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T18:13:35+02:00,2018-03-30T18:13:35+02:00,small,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-30T22:03:30+02:00,2018-03-30T22:03:30+02:00,small fix,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-31T12:01:15+02:00,2018-03-31T12:01:15+02:00,implemented commit filters,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-31T12:15:48+02:00,2018-03-31T12:15:48+02:00,test filters,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-03-31T12:18:47+02:00,2018-03-31T12:18:47+02:00,upload new repos,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-03T08:53:49+02:00,2018-04-03T08:53:49+02:00,importing logging everywhere,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-03T12:13:20+02:00,2018-04-03T12:13:20+02:00,pydriller now uses threads,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-03T12:28:15+02:00,2018-04-03T12:28:15+02:00,new test repos,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-03T16:00:30+02:00,2018-04-03T16:00:30+02:00,small,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-03T16:02:49+02:00,2018-04-03T16:02:49+02:00,README modified,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T10:27:34+02:00,2018-04-04T10:27:34+02:00,add README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T11:36:59+02:00,2018-04-04T11:36:59+02:00,more README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T12:07:21+02:00,2018-04-04T12:07:21+02:00,more readme,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T13:21:56+02:00,2018-04-04T13:21:56+02:00,finish readme,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T13:55:33+02:00,2018-04-04T13:55:33+02:00,add docs,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T14:27:24+02:00,2018-04-04T14:27:24+02:00,new docs,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T14:40:48+02:00,2018-04-04T14:40:48+02:00,changing theme,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-04T17:54:13+02:00,2018-04-04T17:54:13+02:00,structure changed. now everything is in pydriller,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T10:58:38+02:00,2018-04-05T10:58:38+02:00,big change: CommitVisitor is no longer needed. Now RepositoryMining returns a generator instead,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T11:00:55+02:00,2018-04-05T11:00:55+02:00,just to trigger travis-ci.org,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T13:13:02+02:00,2018-04-05T13:13:02+02:00,better documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T14:41:40+02:00,2018-04-05T14:41:40+02:00,better documentation. modified README. created an example directory,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T17:48:25+02:00,2018-04-05T17:48:25+02:00,small example,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T18:34:58+02:00,2018-04-05T18:34:58+02:00,another example. Update README with the link to the example dir,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T19:02:20+02:00,2018-04-05T19:02:20+02:00,test for readthedocs,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T19:06:23+02:00,2018-04-05T19:06:23+02:00,more readthedocs settings,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-05T19:07:49+02:00,2018-04-05T19:07:49+02:00,small error in .yml file,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-07T09:56:58+02:00,2018-04-07T09:56:58+02:00,new feature parse_diff to parse a git diff,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-07T10:00:18+02:00,2018-04-07T10:00:18+02:00,small in type hinting,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-07T10:02:00+02:00,2018-04-07T10:02:00+02:00,fix type hinting problem,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-07T10:56:56+02:00,2018-04-07T10:56:56+02:00,insert LICENSE,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-07T11:20:07+02:00,2018-04-07T11:20:07+02:00,minor in setup.py,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-07T12:45:54+02:00,2018-04-07T12:45:54+02:00,update setup.py with long description,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T10:35:10+02:00,2018-04-09T10:35:10+02:00,now pydriller works for python >= 3.4,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T11:10:39+02:00,2018-04-09T11:10:39+02:00,fixing astimezone since it is not available for python < 3.6,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T11:26:48+02:00,2018-04-09T11:26:48+02:00,change badge to travis-ci.org,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T11:45:47+02:00,2018-04-09T11:45:47+02:00,removed python-dateutil dependency. Now it uses datetime.timezone,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T11:52:54+02:00,2018-04-09T11:52:54+02:00,fix dependency in setup.py and add asserts in test_diff,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T13:08:05+02:00,2018-04-09T13:08:05+02:00,add slack notification to travis. Changed name to PyDriller,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T13:37:53+02:00,2018-04-09T13:37:53+02:00,travis-ci now posts on slack channel,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T13:42:04+02:00,2018-04-09T13:42:04+02:00,installing requests,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T14:02:05+02:00,2018-04-09T14:02:05+02:00,slack message posted by travis now contains the python version,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-09T15:01:39+02:00,2018-04-09T15:01:39+02:00,removing .idea directory,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-10T11:52:18+02:00,2018-04-10T11:52:18+02:00,change the docs: required Python is >= 3.4,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-10T12:32:45+02:00,2018-04-10T12:32:45+02:00,exporting git NULL_TREE hash to a variable,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-18T15:23:37+02:00,2018-04-18T15:23:37+02:00,"Modifications list is now a lazy property, and it is instantiated on the Commit instead of in RepositoryMining",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-18T16:00:23+02:00,2018-04-18T16:00:23+02:00,"Now also branches is calculated lazily. Memory consumption test now tests both solution (with everything, and nothing)",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-18T17:43:10+02:00,2018-04-18T17:43:10+02:00,refactoring test_consumption,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-24T00:06:08+02:00,2018-04-24T00:06:08+02:00,"Major change: everything is lazy now, including the diff and the source code. Modification.py no longer exist, everything is in the commit module.",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-24T11:22:27+02:00,2018-04-24T11:22:27+02:00,better documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-24T11:22:51+02:00,2018-04-24T11:22:51+02:00,Add a test to exercise the new lazy evaluated diff,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-24T11:23:02+02:00,2018-04-24T11:23:02+02:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-24T11:49:57+02:00,2018-04-24T11:49:57+02:00,"Merge pull request #1 from ishepard/lazy-properties

PyDriller is now lazy",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-04-25T10:04:46+02:00,2018-04-25T10:04:46+02:00,removed num_threads parameter in RepositoryMining since it is not used,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-04T15:33:54+02:00,2018-05-04T15:33:54+02:00,included gif in readthedocs,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-04T15:52:23+02:00,2018-05-04T15:52:23+02:00,"excluding directory ""examples"" in bettercodehub",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-24T16:02:06+02:00,2018-05-24T16:02:06+02:00,including codecov,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-24T16:51:11+02:00,2018-05-24T16:51:11+02:00,add .coveragerc,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-24T17:04:20+02:00,2018-05-24T17:04:20+02:00,small,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-24T17:09:46+02:00,2018-05-24T17:09:46+02:00,coverage as requirement,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-24T17:18:53+02:00,2018-05-24T17:18:53+02:00,fix in wrong dependency,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-24T17:52:48+02:00,2018-05-24T17:52:48+02:00,add badge of codecov,Davide Spadini,Davide Spadini
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-25T09:40:04+02:00,2018-05-25T09:40:04+02:00,inserting codecov yml,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-05-30T16:21:12+02:00,2018-05-30T16:21:12+02:00,add GIF in readme,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-01T11:22:45+02:00,2018-06-01T11:22:45+02:00,"some new tests, increased coverage to 94%",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-05T17:50:44+02:00,2018-06-05T17:50:44+02:00,started implementing szz,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T10:47:59+02:00,2018-06-06T10:47:59+02:00,"remove log from memory consumption, they are useless since I never check them",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T13:16:58+02:00,2018-06-06T13:16:58+02:00,new test for bug inducing commit,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T13:42:50+02:00,2018-06-06T13:42:50+02:00,"removing the ""-s"" from .travis.yml

In this way, logs are not printed on the terminal.",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T14:00:03+02:00,2018-06-06T14:00:03+02:00,adding travis_wait since the test can require more than 10 minutes to finish,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T14:18:51+02:00,2018-06-06T14:18:51+02:00,"Trying another solution, setting the log-cli-level to warning",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T14:46:30+02:00,2018-06-06T14:46:30+02:00,still do not like the warning messages. I reduce the number of commits to analyze in the memory consumption test to ~1500,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T14:47:26+02:00,2018-06-06T14:47:26+02:00,solved a bug that wrongly calculate the useless lines,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T14:55:16+02:00,2018-06-06T14:55:16+02:00,small fix that required a lazy property to be evaluated when logging,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T16:46:12+02:00,2018-06-06T16:46:12+02:00,"Merge pull request #3 from ishepard/szz

Implementing function bug inducing commit (using SZZ)",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T17:46:04+02:00,2018-06-06T17:46:04+02:00,change the name of the API with a more appropriate name. Update also documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-06T17:49:01+02:00,2018-06-06T17:49:01+02:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-07T11:15:39+02:00,2018-06-07T11:15:39+02:00,"Add the possibility of analyzing a single modification in ""get commits that last modified lines"" method",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-07T11:40:14+02:00,2018-06-07T11:40:14+02:00,Preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-07T14:46:16+02:00,2018-06-07T14:46:16+02:00,add a new test for get commits last modified lines,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-09T10:43:25+02:00,2018-06-09T10:43:25+02:00,speeding up PyDriller. Now it saves GitCommit object so it queries less time Git,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-09T11:23:15+02:00,2018-06-09T11:23:15+02:00,"Rollback: Modifications are now simpler, and do not require to call git diff 2 times",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-09T11:31:33+02:00,2018-06-09T11:31:33+02:00,removing intermediate state in the test,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-09T12:11:39+02:00,2018-06-09T12:11:39+02:00,"more consistency: now no functions return GitCommit, only Commit",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-09T13:04:51+02:00,2018-06-09T13:04:51+02:00,"Merge pull request #4 from ishepard/optimization

Optimization",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-09T13:09:12+02:00,2018-06-09T13:09:12+02:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-06-29T13:24:32+02:00,2018-06-29T13:24:32+02:00,small in documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-07-13T11:02:33+02:00,2018-07-13T11:02:33+02:00,Add python 3.7,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-07-13T11:03:32+02:00,2018-07-13T11:03:32+02:00,Add python 3.7 in setup.py,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-07-13T11:18:13+02:00,2018-07-13T11:18:13+02:00,rollback travis to py3.6. 3.7 is not supported yet,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-07-13T11:23:36+02:00,2018-07-13T11:23:36+02:00,small fix in readme,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-07-23T12:42:16+02:00,2018-07-23T12:42:16+02:00,small improvement. Now the repo is opened only at init time,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-07-23T13:02:14+02:00,2018-07-23T13:02:14+02:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-01T21:11:07+08:00,2018-08-01T21:11:07+08:00,add test to reproduce reset issue (with commit not fully merged).,Ledenel,Ledenel
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-01T21:23:25+08:00,2018-08-01T21:23:25+08:00,fix reset issue by forcing temp branch to be deleted,Ledenel,Ledenel
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-02T10:05:11+02:00,2018-08-02T10:05:11+02:00,"Merge pull request #5 from Ledenel/master

fix GitRepository.reset() not working with checkout commit not merged into main branch",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T14:57:18+02:00,2018-08-03T14:57:18+02:00,add citation in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:00:33+02:00,2018-08-03T15:00:33+02:00,small fix in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:01:00+02:00,2018-08-03T15:01:00+02:00,fix lowercase in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:02:47+02:00,2018-08-03T15:02:47+02:00,remove question mark from header in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:05:40+02:00,2018-08-03T15:05:40+02:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:07:30+02:00,2018-08-03T15:07:30+02:00,change description of setup.py,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:10:21+02:00,2018-08-03T15:10:21+02:00,english fix in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:17:34+02:00,2018-08-03T15:17:34+02:00,style fix in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:19:04+02:00,2018-08-03T15:19:04+02:00,another style fix in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-03T15:24:14+02:00,2018-08-03T15:24:14+02:00,add citation to documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-16T09:40:54+02:00,2018-08-16T09:40:54+02:00,"Small in README.md

Fix #6",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-16T09:42:23+02:00,2018-08-16T09:42:23+02:00,"Merge pull request #7 from ishepard/ishepard-readme

Small in README.md",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-28T09:53:39+02:00,2018-08-28T09:53:39+02:00,Update README.md,GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-08-28T09:56:08+02:00,2018-08-28T09:56:08+02:00,Update README.md,GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T12:02:51+02:00,2018-09-24T12:02:51+02:00,new metrics in modification,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T12:07:18+02:00,2018-09-24T12:07:18+02:00,fix in requirements,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T12:20:14+02:00,2018-09-24T12:20:14+02:00,now commit contains also the list of methods,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T12:24:09+02:00,2018-09-24T12:24:09+02:00,new assertion for the number of methods,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T12:33:14+02:00,2018-09-24T12:33:14+02:00,add documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T16:27:45+02:00,2018-09-24T16:27:45+02:00,include metrics in the memory consumption test,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T16:44:39+02:00,2018-09-24T16:44:39+02:00,fixing error in travis if the test takes more than 10 minutes to run,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T17:20:20+02:00,2018-09-24T17:20:20+02:00,increasing waiting time to 60 minutes,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T18:13:20+02:00,2018-09-24T18:13:20+02:00,logging in memory_consumption.py,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-24T18:26:48+02:00,2018-09-24T18:26:48+02:00,small in travis.yml,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-25T11:33:19+02:00,2018-09-25T11:33:19+02:00,change dates for test memory consumption,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-25T12:14:59+02:00,2018-09-25T12:14:59+02:00,"small improvements

using a more pythonic way to check if string is empty.
removing logging from test_memory_consumption, not needed anymore.
increasing the timing for travis, since it doesn't log anymore",ishepard,ishepard
